Siedlungs-Code,Flächen-Code,Typ,Bauart,Energiebedarf,Versorgungsart,Dichte,Erschließung (Segm.),Erschließung (Sied.),GWP,GWP ohne Strom,GWP für Bauwerk (KG 300),310 Erdaushub Keller,322 Bodenplatte,325 Bodenbelag,331 Außenwand,334 Außentüren,339 Kellerwände,334 Fenster,341 Innenwände tragend (inkl. Aufzugschacht),342 Innenwände,344 Innentüren,351 Decken,351 Treppe,361 Dach,GWP für Haustechnik (KG 400),"410 Abwasser, Trinkwasser",420 Wärmeversorgung,430 Lüftung,440 Strom,460 Aufzug,GWP für gesamte Geb.- Erschliessung (KG 500),500 Quartiersstrom,500 Quartierswasserleitung,510 Erdaushub Leitungen,510 Erdaushub Garagen,521 Gehweg Radweg,522 Straße,524 Stellplätze,524 Hochgaragen,524 Tiefgaragen,Summe Betrieb & Nutzstrom,GWP für Wärmeversorgung (B6),GWP für Nutzstrom,Nr.,Gebäudetyp,Straßenform/ Erschließungstyp,Gesamtfläche,Straßenflächen (öffentlich),Rad- und Gehwegflächen (öffentlich),Oberirdische Stellplatzflächen (öffentlich),Grundflächen Wohngebäude (brutto),Flächen Tiefgaragen (brutto) (2),Flächen Tiefgaragen (netto) (3),Quartiers-GRZ,Quartiers-GFZ,Obergeschosse,BGF (m²) inkl. oberirdische Garagen,BGF (m²) Wohnen (inkl. Keller),Nettowohnfläche NUF (m2),Nettoraumfläche NRF (m2),A/V-Verhältnis Wohngebäude,Anzahl Gebäude/ Kachel,Nettowohnfläche pro Person (8) (statistisch),Bewohner Kachel insg. (rechnerisch),WE Kachel insg. (rechnerisch),GWP / m² NRF,Tiefgarage,Verkehrsfläche gesamt m²,Person_GWP,Person_GWP (GWP ohne Strom),Person_GWP (KG 300),Person_GWP (310 Erdaushub Keller),Person_GWP (322 Bodenplatte),Person_GWP (325 Bodenbelag),Person_GWP (331 Außenwand),Person_GWP (334 Außentüren),Person_GWP (339 Kellerwände),Person_GWP (334 Fenster),Person_GWP (341 Innenwände tragend (inkl. Aufzugschacht)),Person_GWP (342 Innenwände),Person_GWP (344 Innentüren),Person_GWP (351 Decken),Person_GWP (351 Treppe),Person_GWP (361 Dach),Person_GWP (KG 400),"Person_GWP (410 Abwasser, Trinkwasser)",Person_GWP (420 Wärmeversorgung),Person_GWP (430 Lüftung),Person_GWP (440 Strom),Person_GWP (460 Aufzug),Person_GWP (KG 500),Person_GWP (500 Quartiersstrom),Person_GWP (500 Quartierswasserleitung),Person_GWP (510 Erdaushub Leitungen),Person_GWP (510 Erdaushub Garagen),Person_GWP (521 Gehweg Radweg),Person_GWP (522 Straße),Person_GWP (524 Stellplätze),Person_GWP (524 Hochgaragen),Person_GWP (524 Tiefgaragen),Person_GWP (Summe Betrieb & Nutzstrom),Person_GWP (B6),Person_GWP (GWP für Nutzstrom)
PM30LGSA,PM30LGSA,PH,Massiv,30 kWh,LW Wärmepumpe,gering,Wendehammer,Sackgasse,348641,348640.9250328618,166781.8072193407,1109.4079015384618,15863.04,15664.401969230768,39368.56438153846,2412.9969230769234,12787.2,10657.56342857143,19519.488000000005,5829.846646153846,200.9796923076923,26569.998276923074,779.76,16018.560000000001,23309.4,396.71999999999997,10219.577646903197,8778.79296,3914.2996283076927,0.0,59601,317.99600000000004,866.4000000000001,31.024,2719.255236923078,4229.26,6406.96,3326.4000000000005,0.0,41703.286153846166,98949,98949.146187541,0.0,402.0,Punkt,Sackgasse,60000.0,5384.0,3554.0,2640.0,7776.0,7177.846153846155,5742.2769230769245,0.1296,0.3888,3.0,23328.0,26199.138461538463,18662.4,22269.26769230769,0.5185185185185185,24.0,41.0,455.180487804878,239.2615384615385,15.655697791683123,True,11578.0,765.94,765.94,366.41,2.44,34.85,34.41,86.49,5.3,28.09,23.41,42.88,12.81,0.44,58.37,1.71,35.19,51.21,0.87,22.45,19.29,8.6,0.0,130.94,0.7,1.9,0.07,5.97,9.29,14.08,7.31,0.0,91.62,217.38,217.38,0.0
PM30EGSA,PM30EGSA,PH,Massiv,30 kWh,Erdgas,gering,Wendehammer,Sackgasse,427462,427462.0592721739,166781.8072193407,1109.4079015384618,15863.04,15664.401969230768,39368.56438153846,2412.9969230769234,12787.2,10657.56342857143,19519.488000000005,5829.846646153846,200.9796923076923,26569.998276923074,779.76,16018.560000000001,23709.0,396.71999999999997,10619.173657756246,8778.79296,3914.2996283076927,0.0,59601,317.99600000000004,866.4000000000001,31.024,2719.255236923078,4229.26,6406.96,3326.4000000000005,0.0,41703.286153846166,177371,177370.684416,0.0,402.0,Punkt,Sackgasse,60000.0,5384.0,3554.0,2640.0,7776.0,7177.846153846155,5742.2769230769245,0.1296,0.3888,3.0,23328.0,26199.138461538463,18662.4,22269.26769230769,0.5185185185185185,24.0,41.0,455.180487804878,239.2615384615385,19.195155636834386,True,11578.0,939.1,939.1,366.41,2.44,34.85,34.41,86.49,5.3,28.09,23.41,42.88,12.81,0.44,58.37,1.71,35.19,52.09,0.87,23.33,19.29,8.6,0.0,130.94,0.7,1.9,0.07,5.97,9.29,14.08,7.31,0.0,91.62,389.67,389.67,0.0
PM70NGSA,PM70NGSA,PH,Massiv,70 kWh,Nahwärme kalt,gering,Wendehammer,Sackgasse,476609,476609.2478751674,159990.16035164837,1109.4079015384618,14541.12,15664.401969230768,35531.797513846155,2412.9969230769234,12787.2,10657.56342857143,19519.488000000005,5829.846646153846,200.9796923076923,26569.998276923074,779.76,14385.6,106899.7,396.71999999999997,93809.87921828822,8778.79296,3914.2996283076927,0.0,59601,317.99600000000004,866.4000000000001,31.024,2719.255236923078,4229.26,6406.96,3326.4000000000005,0.0,41703.286153846166,150119,150118.81432615386,0.0,402.0,Punkt,Sackgasse,60000.0,5384.0,3554.0,2640.0,7776.0,7177.846153846155,5742.2769230769245,0.1296,0.3888,3.0,23328.0,26199.138461538463,18662.4,22269.26769230769,0.5185185185185185,24.0,41.0,455.180487804878,239.2615384615385,21.402106906272405,True,11578.0,1047.08,1047.08,351.49,2.44,31.95,34.41,78.06,5.3,28.09,23.41,42.88,12.81,0.44,58.37,1.71,31.6,234.85,0.87,206.09,19.29,8.6,0.0,130.94,0.7,1.9,0.07,5.97,9.29,14.08,7.31,0.0,91.62,329.8,329.8,0.0
PM70LGSA,PM70LGSA,PH,Massiv,70 kWh,LW Wärmepumpe,gering,Wendehammer,Sackgasse,438266,438265.76140755066,159990.16035164837,1109.4079015384618,14541.12,15664.401969230768,35531.797513846155,2412.9969230769234,12787.2,10657.56342857143,19519.488000000005,5829.846646153846,200.9796923076923,26569.998276923074,779.76,14385.6,26719.8,396.71999999999997,13630.001872890905,8778.79296,3914.2996283076927,0.0,59601,317.99600000000004,866.4000000000001,31.024,2719.255236923078,4229.26,6406.96,3326.4000000000005,0.0,41703.286153846166,191955,191955.20520393446,0.0,402.0,Punkt,Sackgasse,60000.0,5384.0,3554.0,2640.0,7776.0,7177.846153846155,5742.2769230769245,0.1296,0.3888,3.0,23328.0,26199.138461538463,18662.4,22269.26769230769,0.5185185185185185,24.0,41.0,455.180487804878,239.2615384615385,19.68029517014327,True,11578.0,962.84,962.84,351.49,2.44,31.95,34.41,78.06,5.3,28.09,23.41,42.88,12.81,0.44,58.37,1.71,31.6,58.7,0.87,29.94,19.29,8.6,0.0,130.94,0.7,1.9,0.07,5.97,9.29,14.08,7.31,0.0,91.62,421.71,421.71,0.0
PM70EGSA,PM70EGSA,PH,Massiv,70 kWh,Erdgas,gering,Wendehammer,Sackgasse,593168,593168.1403244935,159990.16035164837,1109.4079015384618,14541.12,15664.401969230768,35531.797513846155,2412.9969230769234,12787.2,10657.56342857143,19519.488000000005,5829.846646153846,200.9796923076923,26569.998276923074,779.76,14385.6,29489.3,396.71999999999997,16399.461577768194,8778.79296,3914.2996283076927,0.0,59601,317.99600000000004,866.4000000000001,31.024,2719.255236923078,4229.26,6406.96,3326.4000000000005,0.0,41703.286153846166,344088,344088.12441600004,0.0,402.0,Punkt,Sackgasse,60000.0,5384.0,3554.0,2640.0,7776.0,7177.846153846155,5742.2769230769245,0.1296,0.3888,3.0,23328.0,26199.138461538463,18662.4,22269.26769230769,0.5185185185185185,24.0,41.0,455.180487804878,239.2615384615385,26.6361763000131,True,11578.0,1303.15,1303.15,351.49,2.44,31.95,34.41,78.06,5.3,28.09,23.41,42.88,12.81,0.44,58.37,1.71,31.6,64.79,0.87,36.03,19.29,8.6,0.0,130.94,0.7,1.9,0.07,5.97,9.29,14.08,7.31,0.0,91.62,755.94,755.94,0.0
BH15NGSA,BH15NGSA,BW,Holz,15 kWh,Nahwärme kalt,gering,Wendehammer,Sackgasse,793743,793743.0755226457,268794.43826813187,2927.604184615385,34011.9,41434.57630769231,21284.440061538466,5471.63076923077,6930.1,28124.125714285714,11670.276923076923,25817.316923076924,662.9538461538461,63987.57353846154,1386.24,25085.699999999997,260392.9,119.7,223508.72845759062,23166.259200000004,10329.401796923077,3268.8,132328,248.25500000000002,866.4000000000001,24.22,7175.812430769231,4229.26,6406.96,3326.4000000000005,0.0,110050.33846153847,132228,132228.10190769235,0.0,602.0,BW,Sackgasse,60000.0,5384.0,3554.0,2640.0,15390.0,18941.53846153846,15153.23076923077,0.2565,1.026,4.0,61560.0,69136.61538461539,49248.0,58766.123076923075,0.32893653887805935,10.0,41.0,1201.1707317073174,631.3846153846154,13.506813687260943,True,11578.0,660.81,660.81,223.78,2.44,28.32,34.5,17.72,4.56,5.77,23.41,9.72,21.49,0.55,53.27,1.15,20.88,216.78,0.1,186.08,19.29,8.6,2.72,110.17,0.21,0.72,0.02,5.97,3.52,5.33,2.77,0.0,91.62,110.08,110.08,0.0
BH15LGSA,BH15LGSA,BW,Holz,15 kWh,LW Wärmepumpe,gering,Wendehammer,Sackgasse,632668,632668.0678832147,268794.43826813187,2927.604184615385,34011.9,41434.57630769231,21284.440061538466,5471.63076923077,6930.1,28124.125714285714,11670.276923076923,25817.316923076924,662.9538461538461,63987.57353846154,1386.24,25085.699999999997,62467.4,119.7,25583.266188147118,23166.259200000004,10329.401796923077,3268.8,132328,248.25500000000002,866.4000000000001,24.22,7175.812430769231,4229.26,6406.96,3326.4000000000005,0.0,110050.33846153847,169079,169078.55653770495,0.0,602.0,BW,Sackgasse,60000.0,5384.0,3554.0,2640.0,15390.0,18941.53846153846,15153.23076923077,0.2565,1.026,4.0,61560.0,69136.61538461539,49248.0,58766.123076923075,0.32893653887805935,10.0,41.0,1201.1707317073174,631.3846153846154,10.765863643158344,True,11578.0,526.71,526.71,223.78,2.44,28.32,34.5,17.72,4.56,5.77,23.41,9.72,21.49,0.55,53.27,1.15,20.88,52.01,0.1,21.3,19.29,8.6,2.72,110.17,0.21,0.72,0.02,5.97,3.52,5.33,2.77,0.0,91.62,140.76,140.76,0.0
BH15EGSA,BH15EGSA,BW,Holz,15 kWh,Erdgas,gering,Wendehammer,Sackgasse,775631,775630.5566767943,268794.43826813187,2927.604184615385,34011.9,41434.57630769231,21284.440061538466,5471.63076923077,6930.1,28124.125714285714,11670.276923076923,25817.316923076924,662.9538461538461,63987.57353846154,1386.24,25085.699999999997,71427.7,119.7,34543.583199431756,23166.259200000004,10329.401796923077,3268.8,132328,248.25500000000002,866.4000000000001,24.22,7175.812430769231,4229.26,6406.96,3326.4000000000005,0.0,110050.33846153847,303081,303080.72831999994,0.0,602.0,BW,Sackgasse,60000.0,5384.0,3554.0,2640.0,15390.0,18941.53846153846,15153.23076923077,0.2565,1.026,4.0,61560.0,69136.61538461539,49248.0,58766.123076923075,0.32893653887805935,10.0,41.0,1201.1707317073174,631.3846153846154,13.198600078850147,True,11578.0,645.73,645.73,223.78,2.44,28.32,34.5,17.72,4.56,5.77,23.41,9.72,21.49,0.55,53.27,1.15,20.88,59.47,0.1,28.76,19.29,8.6,2.72,110.17,0.21,0.72,0.02,5.97,3.52,5.33,2.77,0.0,91.62,252.32,252.32,0.0
BH30NGSA,BH30NGSA,BW,Holz,30 kWh,Nahwärme kalt,gering,Wendehammer,Sackgasse,859942,859942.0702392131,258691.66632967032,2927.604184615385,31395.600000000002,41434.57630769231,17183.768123076923,5471.63076923077,6930.1,28124.125714285714,11670.276923076923,25817.316923076924,662.9538461538461,63987.57353846154,1386.24,21699.899999999998,264716.8,119.7,227832.64895877356,23166.259200000004,10329.401796923077,3268.8,132328,248.25500000000002,866.4000000000001,24.22,7175.812430769231,4229.26,6406.96,3326.4000000000005,0.0,110050.33846153847,204206,204205.94806153845,0.0,602.0,BW,Sackgasse,60000.0,5384.0,3554.0,2640.0,15390.0,18941.53846153846,15153.23076923077,0.2565,1.026,4.0,61560.0,69136.61538461539,49248.0,58766.123076923075,0.32893653887805935,10.0,41.0,1201.1707317073174,631.3846153846154,14.63329594013842,True,11578.0,715.92,715.92,215.37,2.44,26.14,34.5,14.31,4.56,5.77,23.41,9.72,21.49,0.55,53.27,1.15,18.07,220.38,0.1,189.68,19.29,8.6,2.72,110.17,0.21,0.72,0.02,5.97,3.52,5.33,2.77,0.0,91.62,170.01,170.01,0.0
BH30LGSA,BH30LGSA,BW,Holz,30 kWh,LW Wärmepumpe,gering,Wendehammer,Sackgasse,717418,717417.539379607,258691.66632967032,2927.604184615385,31395.600000000002,41434.57630769231,17183.768123076923,5471.63076923077,6930.1,28124.125714285714,11670.276923076923,25817.316923076924,662.9538461538461,63987.57353846154,1386.24,21699.899999999998,65282.4,119.7,28398.263721361498,23166.259200000004,10329.401796923077,3268.8,132328,248.25500000000002,866.4000000000001,24.22,7175.812430769231,4229.26,6406.96,3326.4000000000005,0.0,110050.33846153847,261116,261115.8024393443,0.0,602.0,BW,Sackgasse,60000.0,5384.0,3554.0,2640.0,15390.0,18941.53846153846,15153.23076923077,0.2565,1.026,4.0,61560.0,69136.61538461539,49248.0,58766.123076923075,0.32893653887805935,10.0,41.0,1201.1707317073174,631.3846153846154,12.208012062332733,True,11578.0,597.27,597.27,215.37,2.44,26.14,34.5,14.31,4.56,5.77,23.41,9.72,21.49,0.55,53.27,1.15,18.07,54.35,0.1,23.64,19.29,8.6,2.72,110.17,0.21,0.72,0.02,5.97,3.52,5.33,2.77,0.0,91.62,217.38,217.38,0.0
BH30EGSA,BH30EGSA,BW,Holz,30 kWh,Erdgas,gering,Wendehammer,Sackgasse,932356,932355.7503632382,258691.66632967032,2927.604184615385,31395.600000000002,41434.57630769231,17183.768123076923,5471.63076923077,6930.1,28124.125714285714,11670.276923076923,25817.316923076924,662.9538461538461,63987.57353846154,1386.24,21699.899999999998,73274.9,119.7,36390.74882433706,23166.259200000004,10329.401796923077,3268.8,132328,248.25500000000002,866.4000000000001,24.22,7175.812430769231,4229.26,6406.96,3326.4000000000005,0.0,110050.33846153847,468062,468061.52831999987,0.0,602.0,BW,Sackgasse,60000.0,5384.0,3554.0,2640.0,15390.0,18941.53846153846,15153.23076923077,0.2565,1.026,4.0,61560.0,69136.61538461539,49248.0,58766.123076923075,0.32893653887805935,10.0,41.0,1201.1707317073174,631.3846153846154,15.865531049969258,True,11578.0,776.21,776.21,215.37,2.44,26.14,34.5,14.31,4.56,5.77,23.41,9.72,21.49,0.55,53.27,1.15,18.07,61.0,0.1,30.3,19.29,8.6,2.72,110.17,0.21,0.72,0.02,5.97,3.52,5.33,2.77,0.0,91.62,389.67,389.67,0.0
BH70NGSA,BH70NGSA,BW,Holz,70 kWh,Nahwärme kalt,gering,Wendehammer,Sackgasse,1054733,1054733.00625707,250008.7354989011,2927.604184615385,28779.300000000003,41434.57630769231,15426.337292307695,5471.63076923077,6930.1,28124.125714285714,11670.276923076923,25817.316923076924,662.9538461538461,63987.57353846154,1386.24,17390.699999999997,276249.8,119.7,239365.59273047652,23166.259200000004,10329.401796923077,3268.8,132328,248.25500000000002,866.4000000000001,24.22,7175.812430769231,4229.26,6406.96,3326.4000000000005,0.0,110050.33846153847,396147,396146.8711384616,0.0,602.0,BW,Sackgasse,60000.0,5384.0,3554.0,2640.0,15390.0,18941.53846153846,15153.23076923077,0.2565,1.026,4.0,61560.0,69136.61538461539,49248.0,58766.123076923075,0.32893653887805935,10.0,41.0,1201.1707317073174,631.3846153846154,17.947976674868553,True,11578.0,878.09,878.09,208.14,2.44,23.96,34.5,12.84,4.56,5.77,23.41,9.72,21.49,0.55,53.27,1.15,14.48,229.98,0.1,199.28,19.29,8.6,2.72,110.17,0.21,0.72,0.02,5.97,3.52,5.33,2.77,0.0,91.62,329.8,329.8,0.0
BH70LGSA,BH70LGSA,BW,Holz,70 kWh,LW Wärmepumpe,gering,Wendehammer,Sackgasse,961667,961667.0132754485,250008.7354989011,2927.604184615385,28779.300000000003,41434.57630769231,15426.337292307695,5471.63076923077,6930.1,28124.125714285714,11670.276923076923,25817.316923076924,662.9538461538461,63987.57353846154,1386.24,17390.699999999997,72782.2,119.7,35898.012710267365,23166.259200000004,10329.401796923077,3268.8,132328,248.25500000000002,866.4000000000001,24.22,7175.812430769231,4229.26,6406.96,3326.4000000000005,0.0,110050.33846153847,506548,506548.4581770492,0.0,602.0,BW,Sackgasse,60000.0,5384.0,3554.0,2640.0,15390.0,18941.53846153846,15153.23076923077,0.2565,1.026,4.0,61560.0,69136.61538461539,49248.0,58766.123076923075,0.32893653887805935,10.0,41.0,1201.1707317073174,631.3846153846154,16.364309280989243,True,11578.0,800.61,800.61,208.14,2.44,23.96,34.5,12.84,4.56,5.77,23.41,9.72,21.49,0.55,53.27,1.15,14.48,60.59,0.1,29.89,19.29,8.6,2.72,110.17,0.21,0.72,0.02,5.97,3.52,5.33,2.77,0.0,91.62,421.71,421.71,0.0
BH70EGSA,BH70EGSA,BW,Holz,70 kWh,Erdgas,gering,Wendehammer,Sackgasse,1368583,1368582.5578395252,250008.7354989011,2927.604184615385,28779.300000000003,41434.57630769231,15426.337292307695,5471.63076923077,6930.1,28124.125714285714,11670.276923076923,25817.316923076924,662.9538461538461,63987.57353846154,1386.24,17390.699999999997,78235.8,119.7,41351.68713139316,23166.259200000004,10329.401796923077,3268.8,132328,248.25500000000002,866.4000000000001,24.22,7175.812430769231,4229.26,6406.96,3326.4000000000005,0.0,110050.33846153847,908010,908010.3283200001,0.0,602.0,BW,Sackgasse,60000.0,5384.0,3554.0,2640.0,15390.0,18941.53846153846,15153.23076923077,0.2565,1.026,4.0,61560.0,69136.61538461539,49248.0,58766.123076923075,0.32893653887805935,10.0,41.0,1201.1707317073174,631.3846153846154,23.288631037444688,True,11578.0,1139.37,1139.37,208.14,2.44,23.96,34.5,12.84,4.56,5.77,23.41,9.72,21.49,0.55,53.27,1.15,14.48,65.13,0.1,34.43,19.29,8.6,2.72,110.17,0.21,0.72,0.02,5.97,3.52,5.33,2.77,0.0,91.62,755.94,755.94,0.0
BM15NGSA,BM15NGSA,BW,Massiv,15 kWh,Nahwärme kalt,gering,Wendehammer,Sackgasse,853961,853960.991830338,329012.3545758242,2927.604184615385,34011.9,41434.57630769231,51551.30436923078,5471.63076923077,6930.1,28124.125714285714,18931.2,34056.88615384616,662.9538461538461,70281.43323076924,1386.24,33242.4,260392.9,119.7,223508.72845759062,23166.259200000004,10329.401796923077,3268.8,132328,248.25500000000002,866.4000000000001,24.22,7175.812430769231,4229.26,6406.96,3326.4000000000005,0.0,110050.33846153847,132228,132228.10190769235,0.0,602.0,BW,Sackgasse,60000.0,5384.0,3554.0,2640.0,15390.0,18941.53846153846,15153.23076923077,0.2565,1.026,4.0,61560.0,69136.61538461539,49248.0,58766.123076923075,0.32893653887805935,10.0,41.0,1201.1707317073174,631.3846153846154,14.531518281587656,True,11578.0,710.94,710.94,273.91,2.44,28.32,34.5,42.92,4.56,5.77,23.41,15.76,28.35,0.55,58.51,1.15,27.67,216.78,0.1,186.08,19.29,8.6,2.72,110.17,0.21,0.72,0.02,5.97,3.52,5.33,2.77,0.0,91.62,110.08,110.08,0.0
BM15LGSA,BM15LGSA,BW,Massiv,15 kWh,LW Wärmepumpe,gering,Wendehammer,Sackgasse,692886,692885.9841909071,329012.3545758242,2927.604184615385,34011.9,41434.57630769231,51551.30436923078,5471.63076923077,6930.1,28124.125714285714,18931.2,34056.88615384616,662.9538461538461,70281.43323076924,1386.24,33242.4,62467.4,119.7,25583.266188147118,23166.259200000004,10329.401796923077,3268.8,132328,248.25500000000002,866.4000000000001,24.22,7175.812430769231,4229.26,6406.96,3326.4000000000005,0.0,110050.33846153847,169079,169078.55653770495,0.0,602.0,BW,Sackgasse,60000.0,5384.0,3554.0,2640.0,15390.0,18941.53846153846,15153.23076923077,0.2565,1.026,4.0,61560.0,69136.61538461539,49248.0,58766.123076923075,0.32893653887805935,10.0,41.0,1201.1707317073174,631.3846153846154,11.790568237485061,True,11578.0,576.84,576.84,273.91,2.44,28.32,34.5,42.92,4.56,5.77,23.41,15.76,28.35,0.55,58.51,1.15,27.67,52.01,0.1,21.3,19.29,8.6,2.72,110.17,0.21,0.72,0.02,5.97,3.52,5.33,2.77,0.0,91.62,140.76,140.76,0.0
BM15EGSA,BM15EGSA,BW,Massiv,15 kWh,Erdgas,gering,Wendehammer,Sackgasse,835848,835848.4729844867,329012.3545758242,2927.604184615385,34011.9,41434.57630769231,51551.30436923078,5471.63076923077,6930.1,28124.125714285714,18931.2,34056.88615384616,662.9538461538461,70281.43323076924,1386.24,33242.4,71427.7,119.7,34543.583199431756,23166.259200000004,10329.401796923077,3268.8,132328,248.25500000000002,866.4000000000001,24.22,7175.812430769231,4229.26,6406.96,3326.4000000000005,0.0,110050.33846153847,303081,303080.72831999994,0.0,602.0,BW,Sackgasse,60000.0,5384.0,3554.0,2640.0,15390.0,18941.53846153846,15153.23076923077,0.2565,1.026,4.0,61560.0,69136.61538461539,49248.0,58766.123076923075,0.32893653887805935,10.0,41.0,1201.1707317073174,631.3846153846154,14.22330467317686,True,11578.0,695.86,695.86,273.91,2.44,28.32,34.5,42.92,4.56,5.77,23.41,15.76,28.35,0.55,58.51,1.15,27.67,59.47,0.1,28.76,19.29,8.6,2.72,110.17,0.21,0.72,0.02,5.97,3.52,5.33,2.77,0.0,91.62,252.32,252.32,0.0
BM30NGSA,BM30NGSA,BW,Massiv,30 kWh,Nahwärme kalt,gering,Wendehammer,Sackgasse,920640,920639.8959007517,319389.49199120887,2927.604184615385,31395.600000000002,41434.57630769231,46083.741784615384,5471.63076923077,6930.1,28124.125714285714,18931.2,34056.88615384616,662.9538461538461,70281.43323076924,1386.24,31703.4,264716.8,119.7,227832.64895877356,23166.259200000004,10329.401796923077,3268.8,132328,248.25500000000002,866.4000000000001,24.22,7175.812430769231,4229.26,6406.96,3326.4000000000005,0.0,110050.33846153847,204206,204205.94806153845,0.0,602.0,BW,Sackgasse,60000.0,5384.0,3554.0,2640.0,15390.0,18941.53846153846,15153.23076923077,0.2565,1.026,4.0,61560.0,69136.61538461539,49248.0,58766.123076923075,0.32893653887805935,10.0,41.0,1201.1707317073174,631.3846153846154,15.666166963161103,True,11578.0,766.45,766.45,265.9,2.44,26.14,34.5,38.37,4.56,5.77,23.41,15.76,28.35,0.55,58.51,1.15,26.39,220.38,0.1,189.68,19.29,8.6,2.72,110.17,0.21,0.72,0.02,5.97,3.52,5.33,2.77,0.0,91.62,170.01,170.01,0.0
BM30LGSA,BM30LGSA,BW,Massiv,30 kWh,LW Wärmepumpe,gering,Wendehammer,Sackgasse,778115,778115.3650411454,319389.49199120887,2927.604184615385,31395.600000000002,41434.57630769231,46083.741784615384,5471.63076923077,6930.1,28124.125714285714,18931.2,34056.88615384616,662.9538461538461,70281.43323076924,1386.24,31703.4,65282.4,119.7,28398.263721361498,23166.259200000004,10329.401796923077,3268.8,132328,248.25500000000002,866.4000000000001,24.22,7175.812430769231,4229.26,6406.96,3326.4000000000005,0.0,110050.33846153847,261116,261115.8024393443,0.0,602.0,BW,Sackgasse,60000.0,5384.0,3554.0,2640.0,15390.0,18941.53846153846,15153.23076923077,0.2565,1.026,4.0,61560.0,69136.61538461539,49248.0,58766.123076923075,0.32893653887805935,10.0,41.0,1201.1707317073174,631.3846153846154,13.240883085355417,True,11578.0,647.8,647.8,265.9,2.44,26.14,34.5,38.37,4.56,5.77,23.41,15.76,28.35,0.55,58.51,1.15,26.39,54.35,0.1,23.64,19.29,8.6,2.72,110.17,0.21,0.72,0.02,5.97,3.52,5.33,2.77,0.0,91.62,217.38,217.38,0.0
BM30EGSA,BM30EGSA,BW,Massiv,30 kWh,Erdgas,gering,Wendehammer,Sackgasse,993054,993053.5760247766,319389.49199120887,2927.604184615385,31395.600000000002,41434.57630769231,46083.741784615384,5471.63076923077,6930.1,28124.125714285714,18931.2,34056.88615384616,662.9538461538461,70281.43323076924,1386.24,31703.4,73274.9,119.7,36390.74882433706,23166.259200000004,10329.401796923077,3268.8,132328,248.25500000000002,866.4000000000001,24.22,7175.812430769231,4229.26,6406.96,3326.4000000000005,0.0,110050.33846153847,468062,468061.52831999987,0.0,602.0,BW,Sackgasse,60000.0,5384.0,3554.0,2640.0,15390.0,18941.53846153846,15153.23076923077,0.2565,1.026,4.0,61560.0,69136.61538461539,49248.0,58766.123076923075,0.32893653887805935,10.0,41.0,1201.1707317073174,631.3846153846154,16.898402072991942,True,11578.0,826.74,826.74,265.9,2.44,26.14,34.5,38.37,4.56,5.77,23.41,15.76,28.35,0.55,58.51,1.15,26.39,61.0,0.1,30.3,19.29,8.6,2.72,110.17,0.21,0.72,0.02,5.97,3.52,5.33,2.77,0.0,91.62,389.67,389.67,0.0
BM70NGSA,BM70NGSA,BW,Massiv,70 kWh,Nahwärme kalt,gering,Wendehammer,Sackgasse,1113774,1113774.3506263008,309050.0798681319,2927.604184615385,28779.300000000003,41434.57630769231,41592.529661538465,5471.63076923077,6930.1,28124.125714285714,18931.2,34056.88615384616,662.9538461538461,70281.43323076924,1386.24,28471.5,276249.8,119.7,239365.59273047652,23166.259200000004,10329.401796923077,3268.8,132328,248.25500000000002,866.4000000000001,24.22,7175.812430769231,4229.26,6406.96,3326.4000000000005,0.0,110050.33846153847,396147,396146.8711384616,0.0,602.0,BW,Sackgasse,60000.0,5384.0,3554.0,2640.0,15390.0,18941.53846153846,15153.23076923077,0.2565,1.026,4.0,61560.0,69136.61538461539,49248.0,58766.123076923075,0.32893653887805935,10.0,41.0,1201.1707317073174,631.3846153846154,18.95266000733797,True,11578.0,927.24,927.24,257.29,2.44,23.96,34.5,34.63,4.56,5.77,23.41,15.76,28.35,0.55,58.51,1.15,23.7,229.98,0.1,199.28,19.29,8.6,2.72,110.17,0.21,0.72,0.02,5.97,3.52,5.33,2.77,0.0,91.62,329.8,329.8,0.0
BM70LGSA,BM70LGSA,BW,Massiv,70 kWh,LW Wärmepumpe,gering,Wendehammer,Sackgasse,1020708,1020708.3576446793,309050.0798681319,2927.604184615385,28779.300000000003,41434.57630769231,41592.529661538465,5471.63076923077,6930.1,28124.125714285714,18931.2,34056.88615384616,662.9538461538461,70281.43323076924,1386.24,28471.5,72782.2,119.7,35898.012710267365,23166.259200000004,10329.401796923077,3268.8,132328,248.25500000000002,866.4000000000001,24.22,7175.812430769231,4229.26,6406.96,3326.4000000000005,0.0,110050.33846153847,506548,506548.4581770492,0.0,602.0,BW,Sackgasse,60000.0,5384.0,3554.0,2640.0,15390.0,18941.53846153846,15153.23076923077,0.2565,1.026,4.0,61560.0,69136.61538461539,49248.0,58766.123076923075,0.32893653887805935,10.0,41.0,1201.1707317073174,631.3846153846154,17.36899261345866,True,11578.0,849.76,849.76,257.29,2.44,23.96,34.5,34.63,4.56,5.77,23.41,15.76,28.35,0.55,58.51,1.15,23.7,60.59,0.1,29.89,19.29,8.6,2.72,110.17,0.21,0.72,0.02,5.97,3.52,5.33,2.77,0.0,91.62,421.71,421.71,0.0
